round,energy_final,collected_aoi,avg_final_aoi,visited_count,total_distance,path_taken
1,93265.9289,81.0000,18.1000,9,958.9592,0 -> 37 -> 37 -> 56 -> 56 -> 7 -> 7 -> 78 -> 78 -> 3 -> 3 -> 54 -> 54 -> 12 -> 12 -> 53 -> 53 -> 21 -> 21 -> 0
2,93162.9001,222.0000,34.7900,9,824.0369,0 -> 37 -> 37 -> 56 -> 56 -> 7 -> 7 -> 78 -> 78 -> 3 -> 3 -> 11 -> 11 -> 83 -> 83 -> 44 -> 44 -> 55 -> 55 -> 0
3,92814.7885,328.0000,50.4200,9,1037.6066,0 -> 37 -> 37 -> 56 -> 56 -> 7 -> 7 -> 54 -> 54 -> 12 -> 12 -> 28 -> 28 -> 32 -> 32 -> 63 -> 63 -> 19 -> 19 -> 0
4,92827.7439,348.0000,65.8500,9,943.8628,0 -> 3 -> 3 -> 78 -> 78 -> 7 -> 7 -> 56 -> 56 -> 37 -> 37 -> 83 -> 83 -> 11 -> 11 -> 74 -> 74 -> 1 -> 1 -> 0
5,94464.7906,709.0000,77.6700,9,1651.8421,0 -> 95 -> 95 -> 19 -> 19 -> 25 -> 25 -> 48 -> 48 -> 30 -> 30 -> 92 -> 92 -> 51 -> 51 -> 77 -> 77 -> 57 -> 57 -> 0
6,93977.9765,688.0000,89.7000,9,1312.0080,0 -> 3 -> 3 -> 78 -> 78 -> 54 -> 54 -> 12 -> 12 -> 53 -> 53 -> 21 -> 21 -> 38 -> 38 -> 2 -> 2 -> 8 -> 8 -> 0
7,94276.6583,840.0000,100.2100,9,1506.6543,0 -> 37 -> 37 -> 56 -> 56 -> 7 -> 7 -> 44 -> 44 -> 55 -> 55 -> 99 -> 99 -> 49 -> 49 -> 97 -> 97 -> 40 -> 40 -> 0
8,91595.5386,676.0000,112.3600,9,1137.1883,0 -> 83 -> 83 -> 11 -> 11 -> 63 -> 63 -> 32 -> 32 -> 28 -> 28 -> 95 -> 95 -> 19 -> 19 -> 1 -> 1 -> 74 -> 74 -> 0
9,94342.1009,617.0000,125.1000,9,1417.5900,0 -> 3 -> 3 -> 78 -> 78 -> 54 -> 54 -> 12 -> 12 -> 53 -> 53 -> 21 -> 21 -> 38 -> 38 -> 2 -> 2 -> 41 -> 41 -> 0
10,97288.2770,956.0000,134.4500,9,1829.2528,0 -> 37 -> 37 -> 56 -> 56 -> 7 -> 7 -> 78 -> 78 -> 3 -> 3 -> 42 -> 42 -> 76 -> 76 -> 89 -> 89 -> 9 -> 9 -> 0
11,93428.5696,741.0000,145.9500,9,1408.2960,0 -> 83 -> 83 -> 11 -> 11 -> 44 -> 44 -> 55 -> 55 -> 63 -> 63 -> 32 -> 32 -> 25 -> 25 -> 48 -> 48 -> 30 -> 30 -> 0
12,96242.8596,759.0000,157.2700,9,1587.2476,0 -> 37 -> 37 -> 56 -> 56 -> 7 -> 7 -> 78 -> 78 -> 3 -> 3 -> 54 -> 54 -> 12 -> 12 -> 67 -> 67 -> 20 -> 20 -> 0
13,99484.2360,1947.0000,156.7100,9,1811.9536,0 -> 84 -> 84 -> 57 -> 57 -> 77 -> 77 -> 47 -> 47 -> 16 -> 16 -> 80 -> 80 -> 22 -> 22 -> 6 -> 6 -> 24 -> 24 -> 0
14,92133.8632,645.0000,169.1700,9,1072.2198,0 -> 37 -> 37 -> 56 -> 56 -> 7 -> 7 -> 78 -> 78 -> 3 -> 3 -> 28 -> 28 -> 95 -> 95 -> 19 -> 19 -> 1 -> 1 -> 0
15,94227.6719,1028.0000,177.8000,9,1532.4083,0 -> 83 -> 83 -> 11 -> 11 -> 44 -> 44 -> 55 -> 55 -> 74 -> 74 -> 99 -> 99 -> 49 -> 49 -> 97 -> 97 -> 40 -> 40 -> 0
16,103101.4032,2646.0000,170.2500,9,2350.0614,0 -> 50 -> 50 -> 18 -> 18 -> 33 -> 33 -> 27 -> 27 -> 71 -> 71 -> 69 -> 69 -> 36 -> 36 -> 66 -> 66 -> 91 -> 91 -> 0
17,93265.9289,782.0000,181.3400,9,958.9592,0 -> 37 -> 37 -> 56 -> 56 -> 7 -> 7 -> 78 -> 78 -> 3 -> 3 -> 54 -> 54 -> 12 -> 12 -> 53 -> 53 -> 21 -> 21 -> 0
