round,energy_final,collected_aoi,avg_final_aoi,visited_count,total_distance,path_taken
1,125134.2542,81.0000,17.2000,9,909.0991,0 -> 43 -> 43 -> 37 -> 37 -> 47 -> 47 -> 44 -> 44 -> 31 -> 31 -> 9 -> 9 -> 30 -> 30 -> 20 -> 20 -> 16 -> 16 -> 0
2,124617.1449,252.0000,30.9800,9,1231.4391,0 -> 42 -> 42 -> 24 -> 24 -> 26 -> 26 -> 34 -> 34 -> 38 -> 38 -> 4 -> 4 -> 19 -> 19 -> 46 -> 46 -> 48 -> 48 -> 0
3,123690.5657,423.0000,41.3400,9,1341.4190,0 -> 11 -> 11 -> 41 -> 41 -> 6 -> 6 -> 49 -> 49 -> 50 -> 50 -> 36 -> 36 -> 45 -> 45 -> 33 -> 33 -> 7 -> 7 -> 0
4,124154.8322,594.0000,48.2800,9,1221.7582,0 -> 29 -> 29 -> 28 -> 28 -> 2 -> 2 -> 32 -> 32 -> 13 -> 13 -> 14 -> 14 -> 22 -> 22 -> 15 -> 15 -> 18 -> 18 -> 0
5,123542.1553,765.0000,51.8000,9,1926.3530,0 -> 27 -> 27 -> 10 -> 10 -> 12 -> 12 -> 25 -> 25 -> 1 -> 1 -> 5 -> 5 -> 21 -> 21 -> 3 -> 3 -> 17 -> 17 -> 0
6,122046.4769,916.0000,52.3000,9,1859.8226,0 -> 40 -> 40 -> 35 -> 35 -> 39 -> 39 -> 23 -> 23 -> 8 -> 8 -> 43 -> 43 -> 37 -> 37 -> 47 -> 47 -> 44 -> 44 -> 0
7,122961.3234,941.0000,52.3000,9,1250.5958,0 -> 31 -> 31 -> 9 -> 9 -> 30 -> 30 -> 20 -> 20 -> 16 -> 16 -> 42 -> 42 -> 24 -> 24 -> 26 -> 26 -> 34 -> 34 -> 0
8,121777.1167,941.0000,52.3000,9,1580.6858,0 -> 38 -> 38 -> 4 -> 4 -> 19 -> 19 -> 46 -> 46 -> 48 -> 48 -> 11 -> 11 -> 41 -> 41 -> 6 -> 6 -> 49 -> 49 -> 0
9,121539.2683,941.0000,52.3000,9,1785.5032,0 -> 50 -> 50 -> 36 -> 36 -> 45 -> 45 -> 33 -> 33 -> 7 -> 7 -> 29 -> 29 -> 28 -> 28 -> 2 -> 2 -> 32 -> 32 -> 0
10,122379.4739,941.0000,52.3000,9,2308.7658,0 -> 13 -> 13 -> 14 -> 14 -> 22 -> 22 -> 15 -> 15 -> 18 -> 18 -> 27 -> 27 -> 10 -> 10 -> 12 -> 12 -> 25 -> 25 -> 0
11,123797.1874,941.0000,52.3000,9,2052.3699,0 -> 1 -> 1 -> 5 -> 5 -> 21 -> 21 -> 3 -> 3 -> 17 -> 17 -> 40 -> 40 -> 35 -> 35 -> 39 -> 39 -> 23 -> 23 -> 0
12,122975.5052,941.0000,52.3000,9,1821.3404,0 -> 8 -> 8 -> 43 -> 43 -> 37 -> 37 -> 47 -> 47 -> 44 -> 44 -> 31 -> 31 -> 9 -> 9 -> 30 -> 30 -> 20 -> 20 -> 0
13,122375.2201,941.0000,52.3000,9,1646.1611,0 -> 16 -> 16 -> 42 -> 42 -> 24 -> 24 -> 26 -> 26 -> 34 -> 34 -> 38 -> 38 -> 4 -> 4 -> 19 -> 19 -> 46 -> 46 -> 0
14,121771.7688,941.0000,52.3000,9,2066.3395,0 -> 48 -> 48 -> 11 -> 11 -> 41 -> 41 -> 6 -> 6 -> 49 -> 49 -> 50 -> 50 -> 36 -> 36 -> 45 -> 45 -> 33 -> 33 -> 0
15,122365.7459,941.0000,52.3000,9,2008.5987,0 -> 7 -> 7 -> 29 -> 29 -> 28 -> 28 -> 2 -> 2 -> 32 -> 32 -> 13 -> 13 -> 14 -> 14 -> 22 -> 22 -> 15 -> 15 -> 0
16,122652.6594,941.0000,52.3000,9,2429.3655,0 -> 18 -> 18 -> 27 -> 27 -> 10 -> 10 -> 12 -> 12 -> 25 -> 25 -> 1 -> 1 -> 5 -> 5 -> 21 -> 21 -> 3 -> 3 -> 0
