round,energy_final,collected_aoi,avg_final_aoi,visited_count,total_distance,path_taken
1,93988.7723,81.0000,18.1000,9,643.4225,0 -> 50 -> 50 -> 56 -> 56 -> 33 -> 33 -> 6 -> 6 -> 23 -> 23 -> 40 -> 40 -> 55 -> 55 -> 10 -> 10 -> 22 -> 22 -> 0
2,93988.7723,162.0000,35.3900,9,643.4225,0 -> 50 -> 50 -> 56 -> 56 -> 33 -> 33 -> 6 -> 6 -> 23 -> 23 -> 40 -> 40 -> 55 -> 55 -> 10 -> 10 -> 22 -> 22 -> 0
3,93988.7723,162.0000,52.6800,9,643.4225,0 -> 50 -> 50 -> 56 -> 56 -> 33 -> 33 -> 6 -> 6 -> 23 -> 23 -> 40 -> 40 -> 55 -> 55 -> 10 -> 10 -> 22 -> 22 -> 0
4,93988.7723,162.0000,69.9700,9,643.4225,0 -> 50 -> 50 -> 56 -> 56 -> 33 -> 33 -> 6 -> 6 -> 23 -> 23 -> 40 -> 40 -> 55 -> 55 -> 10 -> 10 -> 22 -> 22 -> 0
5,93988.7723,162.0000,87.2600,9,643.4225,0 -> 50 -> 50 -> 56 -> 56 -> 33 -> 33 -> 6 -> 6 -> 23 -> 23 -> 40 -> 40 -> 55 -> 55 -> 10 -> 10 -> 22 -> 22 -> 0
6,93988.7723,162.0000,104.5500,9,643.4225,0 -> 50 -> 50 -> 56 -> 56 -> 33 -> 33 -> 6 -> 6 -> 23 -> 23 -> 40 -> 40 -> 55 -> 55 -> 10 -> 10 -> 22 -> 22 -> 0
7,93988.7723,162.0000,121.8400,9,643.4225,0 -> 50 -> 50 -> 56 -> 56 -> 33 -> 33 -> 6 -> 6 -> 23 -> 23 -> 40 -> 40 -> 55 -> 55 -> 10 -> 10 -> 22 -> 22 -> 0
8,93988.7723,162.0000,139.1300,9,643.4225,0 -> 50 -> 50 -> 56 -> 56 -> 33 -> 33 -> 6 -> 6 -> 23 -> 23 -> 40 -> 40 -> 55 -> 55 -> 10 -> 10 -> 22 -> 22 -> 0
9,93988.7723,162.0000,156.4200,9,643.4225,0 -> 50 -> 50 -> 56 -> 56 -> 33 -> 33 -> 6 -> 6 -> 23 -> 23 -> 40 -> 40 -> 55 -> 55 -> 10 -> 10 -> 22 -> 22 -> 0
10,93988.7723,162.0000,173.7100,9,643.4225,0 -> 50 -> 50 -> 56 -> 56 -> 33 -> 33 -> 6 -> 6 -> 23 -> 23 -> 40 -> 40 -> 55 -> 55 -> 10 -> 10 -> 22 -> 22 -> 0
