round,energy_final,collected_aoi,avg_final_aoi,visited_count,total_distance,path_taken
1,62097.4688,81.0000,18.1000,9,643.4225,0 -> 50 -> 50 -> 56 -> 56 -> 33 -> 33 -> 6 -> 6 -> 23 -> 23 -> 40 -> 40 -> 55 -> 55 -> 10 -> 10 -> 22 -> 22 -> 0
2,62109.3966,252.0000,34.4900,9,969.2193,0 -> 85 -> 85 -> 87 -> 87 -> 4 -> 4 -> 90 -> 90 -> 88 -> 88 -> 79 -> 79 -> 95 -> 95 -> 16 -> 16 -> 53 -> 53 -> 0
3,60745.9059,423.0000,49.1700,9,1053.2878,0 -> 89 -> 89 -> 7 -> 7 -> 27 -> 27 -> 19 -> 19 -> 62 -> 62 -> 84 -> 84 -> 63 -> 63 -> 31 -> 31 -> 20 -> 20 -> 0
4,63486.6716,594.0000,62.1400,9,1357.3758,0 -> 96 -> 96 -> 42 -> 42 -> 65 -> 65 -> 54 -> 54 -> 74 -> 74 -> 41 -> 41 -> 37 -> 37 -> 76 -> 76 -> 71 -> 71 -> 0
5,71701.7553,765.0000,73.4000,9,1815.1562,0 -> 28 -> 28 -> 8 -> 8 -> 94 -> 94 -> 26 -> 26 -> 13 -> 13 -> 77 -> 77 -> 39 -> 39 -> 2 -> 2 -> 99 -> 99 -> 0
6,70051.0297,936.0000,82.9500,9,1674.9000,0 -> 72 -> 72 -> 66 -> 66 -> 21 -> 21 -> 25 -> 25 -> 36 -> 36 -> 64 -> 64 -> 73 -> 73 -> 38 -> 38 -> 67 -> 67 -> 0
7,76642.0636,1107.0000,90.7900,9,1803.2395,0 -> 46 -> 46 -> 61 -> 61 -> 30 -> 30 -> 44 -> 44 -> 34 -> 34 -> 1 -> 1 -> 14 -> 14 -> 35 -> 35 -> 97 -> 97 -> 0
8,73493.3259,1278.0000,96.9200,9,1831.8762,0 -> 18 -> 18 -> 59 -> 59 -> 57 -> 57 -> 82 -> 82 -> 75 -> 75 -> 80 -> 80 -> 51 -> 51 -> 78 -> 78 -> 92 -> 92 -> 0
9,84679.9403,1449.0000,101.3400,9,2525.8906,0 -> 48 -> 48 -> 32 -> 32 -> 68 -> 68 -> 93 -> 93 -> 47 -> 47 -> 29 -> 29 -> 86 -> 86 -> 43 -> 43 -> 98 -> 98 -> 0
10,83179.1164,1620.0000,104.0500,9,1971.6604,0 -> 60 -> 60 -> 11 -> 11 -> 81 -> 81 -> 52 -> 52 -> 15 -> 15 -> 24 -> 24 -> 69 -> 69 -> 9 -> 9 -> 58 -> 58 -> 0
